pca__n_components,n_neighbors,weights,metric,fold,threshold,accuracy,precision,recall,f1,mcc
200,3,uniform,cosine,3,0.9,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,uniform,cosine,4,0.1,0.7966101694915254,0.36363636363636365,0.4444444444444444,0.4,0.28105890440280973
200,3,uniform,cosine,4,0.2,0.7966101694915254,0.36363636363636365,0.4444444444444444,0.4,0.28105890440280973
200,3,uniform,cosine,4,0.30000000000000004,0.7966101694915254,0.36363636363636365,0.4444444444444444,0.4,0.28105890440280973
200,3,uniform,cosine,4,0.4,0.8305084745762712,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.34444444444444444
200,3,uniform,cosine,4,0.5,0.8305084745762712,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.34444444444444444
200,3,uniform,cosine,4,0.6,0.8305084745762712,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.34444444444444444
200,3,uniform,cosine,4,0.7000000000000001,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
200,3,uniform,cosine,4,0.8,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
200,3,uniform,cosine,4,0.9,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
200,3,uniform,cosine,5,0.1,0.7288135593220338,0.3,0.75,0.42857142857142855,0.3438938007643096
200,3,uniform,cosine,5,0.2,0.7288135593220338,0.3,0.75,0.42857142857142855,0.3438938007643096
200,3,uniform,cosine,5,0.30000000000000004,0.7288135593220338,0.3,0.75,0.42857142857142855,0.3438938007643096
200,3,uniform,cosine,5,0.4,0.8135593220338984,0.4,0.75,0.5217391304347826,0.4509348578113083
200,3,uniform,cosine,5,0.5,0.8135593220338984,0.4,0.75,0.5217391304347826,0.4509348578113083
200,3,uniform,cosine,5,0.6,0.8135593220338984,0.4,0.75,0.5217391304347826,0.4509348578113083
200,3,uniform,cosine,5,0.7000000000000001,0.8813559322033898,0.5555555555555556,0.625,0.5882352941176471,0.5204374312304103
200,3,uniform,cosine,5,0.8,0.8813559322033898,0.5555555555555556,0.625,0.5882352941176471,0.5204374312304103
200,3,uniform,cosine,5,0.9,0.8813559322033898,0.5555555555555556,0.625,0.5882352941176471,0.5204374312304103
200,3,uniform,euclidean,1,0.1,0.8166666666666667,0.4375,0.7777777777777778,0.56,0.48553038055886144
200,3,uniform,euclidean,1,0.2,0.8166666666666667,0.4375,0.7777777777777778,0.56,0.48553038055886144
200,3,uniform,euclidean,1,0.30000000000000004,0.8166666666666667,0.4375,0.7777777777777778,0.56,0.48553038055886144
200,3,uniform,euclidean,1,0.4,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
200,3,uniform,euclidean,1,0.5,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
200,3,uniform,euclidean,1,0.6,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
200,3,uniform,euclidean,1,0.7000000000000001,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
200,3,uniform,euclidean,1,0.8,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
200,3,uniform,euclidean,1,0.9,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
200,3,uniform,euclidean,2,0.1,0.7666666666666667,0.38095238095238093,0.8888888888888888,0.5333333333333333,0.47461853595758285
200,3,uniform,euclidean,2,0.2,0.7666666666666667,0.38095238095238093,0.8888888888888888,0.5333333333333333,0.47461853595758285
200,3,uniform,euclidean,2,0.30000000000000004,0.7666666666666667,0.38095238095238093,0.8888888888888888,0.5333333333333333,0.47461853595758285
200,3,uniform,euclidean,2,0.4,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5120196528544808
200,3,uniform,euclidean,2,0.5,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5120196528544808
200,3,uniform,euclidean,2,0.6,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5120196528544808
200,3,uniform,euclidean,2,0.7000000000000001,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
200,3,uniform,euclidean,2,0.8,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
200,3,uniform,euclidean,2,0.9,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
200,3,uniform,euclidean,3,0.1,0.7833333333333333,0.4,0.8888888888888888,0.5517241379310345,0.49507377148833714
200,3,uniform,euclidean,3,0.2,0.7833333333333333,0.4,0.8888888888888888,0.5517241379310345,0.49507377148833714
200,3,uniform,euclidean,3,0.30000000000000004,0.7833333333333333,0.4,0.8888888888888888,0.5517241379310345,0.49507377148833714
200,3,uniform,euclidean,3,0.4,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
200,3,uniform,euclidean,3,0.5,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
200,3,uniform,euclidean,3,0.6,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
200,3,uniform,euclidean,3,0.7000000000000001,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,uniform,euclidean,3,0.8,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,uniform,euclidean,3,0.9,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,uniform,euclidean,4,0.1,0.7457627118644068,0.3125,0.5555555555555556,0.4,0.27137914589532
200,3,uniform,euclidean,4,0.2,0.7457627118644068,0.3125,0.5555555555555556,0.4,0.27137914589532
200,3,uniform,euclidean,4,0.30000000000000004,0.7457627118644068,0.3125,0.5555555555555556,0.4,0.27137914589532
200,3,uniform,euclidean,4,0.4,0.7966101694915254,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.3431335262999692
200,3,uniform,euclidean,4,0.5,0.7966101694915254,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.3431335262999692
200,3,uniform,euclidean,4,0.6,0.7966101694915254,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.3431335262999692
200,3,uniform,euclidean,4,0.7000000000000001,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
200,3,uniform,euclidean,4,0.8,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
200,3,uniform,euclidean,4,0.9,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
200,3,uniform,euclidean,5,0.1,0.711864406779661,0.2857142857142857,0.75,0.41379310344827586,0.32597284057234055
200,3,uniform,euclidean,5,0.2,0.711864406779661,0.2857142857142857,0.75,0.41379310344827586,0.32597284057234055
200,3,uniform,euclidean,5,0.30000000000000004,0.711864406779661,0.2857142857142857,0.75,0.41379310344827586,0.32597284057234055
200,3,uniform,euclidean,5,0.4,0.7796610169491526,0.35294117647058826,0.75,0.48,0.4039032113529977
200,3,uniform,euclidean,5,0.5,0.7796610169491526,0.35294117647058826,0.75,0.48,0.4039032113529977
200,3,uniform,euclidean,5,0.6,0.7796610169491526,0.35294117647058826,0.75,0.48,0.4039032113529977
200,3,uniform,euclidean,5,0.7000000000000001,0.8983050847457628,0.6,0.75,0.6666666666666666,0.6128051991333249
200,3,uniform,euclidean,5,0.8,0.8983050847457628,0.6,0.75,0.6666666666666666,0.6128051991333249
200,3,uniform,euclidean,5,0.9,0.8983050847457628,0.6,0.75,0.6666666666666666,0.6128051991333249
200,3,distance,cosine,1,0.1,0.85,0.5,0.7777777777777778,0.6086956521739131,0.5407518998772
200,3,distance,cosine,1,0.2,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
200,3,distance,cosine,1,0.30000000000000004,0.9166666666666666,0.7,0.7777777777777778,0.7368421052631579,0.6888467201936644
200,3,distance,cosine,1,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
200,3,distance,cosine,1,0.5,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
200,3,distance,cosine,1,0.6,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
200,3,distance,cosine,1,0.7000000000000001,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
200,3,distance,cosine,1,0.8,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
200,3,distance,cosine,1,0.9,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
200,3,distance,cosine,2,0.1,0.8166666666666667,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.43039436929001634
200,3,distance,cosine,2,0.2,0.8166666666666667,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.43039436929001634
200,3,distance,cosine,2,0.30000000000000004,0.8166666666666667,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.43039436929001634
200,3,distance,cosine,2,0.4,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
200,3,distance,cosine,2,0.5,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
200,3,distance,cosine,2,0.6,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
200,3,distance,cosine,2,0.7000000000000001,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
200,3,distance,cosine,2,0.8,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
200,3,distance,cosine,2,0.9,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
200,3,distance,cosine,3,0.1,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
200,3,distance,cosine,3,0.2,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
200,3,distance,cosine,3,0.30000000000000004,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
200,3,distance,cosine,3,0.4,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
200,3,distance,cosine,3,0.5,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
200,3,distance,cosine,3,0.6,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,distance,cosine,3,0.7000000000000001,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,distance,cosine,3,0.8,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,distance,cosine,3,0.9,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,distance,cosine,4,0.1,0.8305084745762712,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.34444444444444444
200,3,distance,cosine,4,0.2,0.8305084745762712,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.34444444444444444
200,3,distance,cosine,4,0.30000000000000004,0.847457627118644,0.5,0.4444444444444444,0.47058823529411764,0.382743222967656
200,3,distance,cosine,4,0.4,0.864406779661017,0.5714285714285714,0.4444444444444444,0.5,0.4274537726079017
200,3,distance,cosine,4,0.5,0.8813559322033898,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48111796200234075
200,3,distance,cosine,4,0.6,0.8813559322033898,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48111796200234075
200,3,distance,cosine,4,0.7000000000000001,0.9152542372881356,1.0,0.4444444444444444,0.6153846153846154,0.6356417261637282
200,3,distance,cosine,4,0.8,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
200,3,distance,cosine,4,0.9,0.8983050847457628,1.0,0.3333333333333333,0.5,0.5455447255899809
200,3,distance,cosine,5,0.1,0.7627118644067796,0.3333333333333333,0.75,0.46153846153846156,0.3827022647356085
200,3,distance,cosine,5,0.2,0.7966101694915254,0.375,0.75,0.5,0.42656393934045245
200,3,distance,cosine,5,0.30000000000000004,0.8135593220338984,0.4,0.75,0.5217391304347826,0.4509348578113083
200,3,distance,cosine,5,0.4,0.847457627118644,0.46153846153846156,0.75,0.5714285714285714,0.5061268009552122
200,3,distance,cosine,5,0.5,0.847457627118644,0.46153846153846156,0.75,0.5714285714285714,0.5061268009552122
200,3,distance,cosine,5,0.6,0.8813559322033898,0.5454545454545454,0.75,0.631578947368421,0.5731055230778129
200,3,distance,cosine,5,0.7000000000000001,0.8813559322033898,0.5555555555555556,0.625,0.5882352941176471,0.5204374312304103
200,3,distance,cosine,5,0.8,0.8813559322033898,0.5555555555555556,0.625,0.5882352941176471,0.5204374312304103
200,3,distance,cosine,5,0.9,0.8813559322033898,0.5555555555555556,0.625,0.5882352941176471,0.5204374312304103
200,3,distance,euclidean,1,0.1,0.8166666666666667,0.4375,0.7777777777777778,0.56,0.48553038055886144
200,3,distance,euclidean,1,0.2,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5120196528544808
200,3,distance,euclidean,1,0.30000000000000004,0.85,0.5,0.7777777777777778,0.6086956521739131,0.5407518998772
200,3,distance,euclidean,1,0.4,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
200,3,distance,euclidean,1,0.5,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
200,3,distance,euclidean,1,0.6,0.8833333333333333,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6067880364121375
200,3,distance,euclidean,1,0.7000000000000001,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
200,3,distance,euclidean,1,0.8,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
200,3,distance,euclidean,1,0.9,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
200,3,distance,euclidean,2,0.1,0.8,0.42105263157894735,0.8888888888888888,0.5714285714285714,0.5167534774045314
200,3,distance,euclidean,2,0.2,0.8166666666666667,0.4444444444444444,0.8888888888888888,0.5925925925925926,0.5398335593610577
200,3,distance,euclidean,2,0.30000000000000004,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765
200,3,distance,euclidean,2,0.4,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
200,3,distance,euclidean,2,0.5,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
200,3,distance,euclidean,2,0.6,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
200,3,distance,euclidean,2,0.7000000000000001,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
200,3,distance,euclidean,2,0.8,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
200,3,distance,euclidean,2,0.9,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
200,3,distance,euclidean,3,0.1,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765
200,3,distance,euclidean,3,0.2,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765
200,3,distance,euclidean,3,0.30000000000000004,0.85,0.5,0.7777777777777778,0.6086956521739131,0.5407518998772
200,3,distance,euclidean,3,0.4,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
200,3,distance,euclidean,3,0.5,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
200,3,distance,euclidean,3,0.6,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
200,3,distance,euclidean,3,0.7000000000000001,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,distance,euclidean,3,0.8,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,distance,euclidean,3,0.9,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
200,3,distance,euclidean,4,0.1,0.7966101694915254,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.3431335262999692
200,3,distance,euclidean,4,0.2,0.8135593220338984,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.3711895983026745
200,3,distance,euclidean,4,0.30000000000000004,0.8305084745762712,0.45454545454545453,0.5555555555555556,0.5,0.40209887053248694
200,3,distance,euclidean,4,0.4,0.847457627118644,0.5,0.5555555555555556,0.5263157894736842,0.43656565274995895
200,3,distance,euclidean,4,0.5,0.847457627118644,0.5,0.5555555555555556,0.5263157894736842,0.43656565274995895
200,3,distance,euclidean,4,0.6,0.847457627118644,0.5,0.5555555555555556,0.5263157894736842,0.43656565274995895
200,3,distance,euclidean,4,0.7000000000000001,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
200,3,distance,euclidean,4,0.8,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
200,3,distance,euclidean,4,0.9,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156,0.4481274169454284
200,3,distance,euclidean,5,0.1,0.7288135593220338,0.3,0.75,0.42857142857142855,0.3438938007643096
200,3,distance,euclidean,5,0.2,0.7796610169491526,0.35294117647058826,0.75,0.48,0.4039032113529977
200,3,distance,euclidean,5,0.30000000000000004,0.7796610169491526,0.35294117647058826,0.75,0.48,0.4039032113529977
200,3,distance,euclidean,5,0.4,0.8135593220338984,0.4,0.75,0.5217391304347826,0.4509348578113083
200,3,distance,euclidean,5,0.5,0.8135593220338984,0.4,0.75,0.5217391304347826,0.4509348578113083
200,3,distance,euclidean,5,0.6,0.8305084745762712,0.42857142857142855,0.75,0.5454545454545454,0.4773259105672438
200,3,distance,euclidean,5,0.7000000000000001,0.8813559322033898,0.5454545454545454,0.75,0.631578947368421,0.5731055230778129
200,3,distance,euclidean,5,0.8,0.8983050847457628,0.6,0.75,0.6666666666666666,0.6128051991333249
200,3,distance,euclidean,5,0.9,0.8983050847457628,0.6,0.75,0.6666666666666666,0.6128051991333249
200,5,uniform,cosine,1,0.1,0.6833333333333333,0.3076923076923077,0.8888888888888888,0.45714285714285713,0.38619142976521015
200,5,uniform,cosine,1,0.2,0.6833333333333333,0.3076923076923077,0.8888888888888888,0.45714285714285713,0.38619142976521015
200,5,uniform,cosine,1,0.30000000000000004,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765
200,5,uniform,cosine,1,0.4,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765
200,5,uniform,cosine,1,0.5,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
200,5,uniform,cosine,1,0.6,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
200,5,uniform,cosine,1,0.7000000000000001,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
